45	959
26	348
26	973
26	987
26	959
26	981
36	960
26	987
59	1057
64	737
28	1038
26	962
81	911
48	944
55	940
50	942
26	980
53	946
52	943
55	887
26	1031
53	940
61	936
61	937
61	938
52	944
61	937
26	1119
61	886
26	929
61	953
69	850
47	955
47	947
60	932
61	939
61	937
48	951
61	933
61	878
26	1038
48	945
49	949
61	937
61	943
26	961
26	981
55	938
47	948
49	950
56	936
26	982
46	949
61	937
61	935
50	948
63	936
54	943
61	937
59	943
43	951
50	947
36	954
51	957
45	950
67	930
56	939
49	950
51	944
55	948
57	933
41	1017
61	900
41	939
45	948
50	946
59	938
59	940
52	944
61	943
39	991
61	939
53	908
48	946
68	929
50	938
57	942
47	949
51	947
45	955
48	948
48	951
47	954
51	949
46	946
48	976
61	964
106	908
26	885
43	957
45	954
45	944
46	952
46	952
62	935
63	936
46	952
45	962
49	937
54	947
73	925
47	951
46	949
48	950
64	945
40	958
45	945
50	945
53	942
48	950
47	947
49	953
51	945
52	946
52	945
57	940
57	943
51	947
51	945
62	935
55	945
54	947
56	939
57	938
55	944
54	944
60	938
56	942
57	940
58	940
60	939
60	938
60	938
58	940
60	935
60	938
61	937
61	1139
66	746
61	874
61	940
58	937
57	939
58	939
57	941
58	939
59	940
56	941
60	939
69	924
56	946
58	938
58	939
59	940
59	940
58	941
62	937
58	938
58	1109
61	777
47	933
51	947
56	942
50	948
53	945
52	946
58	940
52	947
53	944
54	943
54	974
54	924
58	932
59	938
55	941
57	944
55	942
56	941
57	941
60	934
58	1121
61	779
57	913
59	938
61	937
61	937
60	937
60	1092
49	830
47	1117
64	774
71	884
60	932
55	941
48	950
60	937
52	945
49	949
50	947
51	948
52	948
53	946
56	940
54	1223
64	709
61	980
61	877
61	983
59	825
26	992
44	953
58	938
48	950
48	951
46	951
61	937
61	938
48	949
52	944
59	929
31	975
33	970
64	947
67	920
58	936
47	950
56	941
47	954
49	946
56	940
53	947
52	946
52	946
61	937
56	941
54	945
56	942
55	953
60	933
59	934
58	940
55	948
111	881
62	935
57	942
55	943
59	939
61	937
61	935
58	938
60	940
61	937
61	937
61	938
62	943
58	933
58	940
59	940
61	934
62	935
59	942
61	937
60	938
61	939
60	935
61	937
61	937
61	937
61	935
61	936
61	1089
66	816
61	892
61	938
64	933
61	937
61	938
61	935
61	936
61	935
61	943
61	935
61	935
61	939
61	935
61	937
61	937
61	940
61	933
61	937
61	938
61	938
61	935
61	938
61	936
64	933
61	936
61	941
61	932
61	934
61	941
61	935
62	937
61	937
61	942
61	962
61	911
64	926
58	942
57	936
61	938
55	942
57	941
58	940
58	939
59	943
55	938
57	941
61	936
59	939
61	938
58	940
58	939
58	965
55	916
60	942
55	940
52	943
53	945
55	942
60	939
56	942
57	941
58	943
53	944
54	944
56	941
55	943
59	938
55	942
61	940
58	939
58	940
58	940
58	939
58	940
61	936
60	938
61	936
61	1239
108	605
61	918
61	933
64	931
61	935
61	936
61	937
61	937
61	936
61	935
61	939
61	937
61	937
61	937
61	937
61	937
61	950
113	879
187	818
214	758
59	952
67	927
103	898
57	939
60	937
59	941
58	939
56	940
59	940
58	941
58	942
61	936
60	939
60	942
62	929
58	940
60	936
60	939
60	936
60	937
61	938
61	936
60	939
61	937
58	942
62	932
61	937
61	937
61	936
61	939
61	936
60	937
61	936
60	938
61	938
61	935
61	938
61	937
61	938
61	933
61	942
61	935
61	937
61	937
61	937
61	937
61	941
61	936
61	935
66	927
61	940
61	937
61	937
61	943
61	932
60	937
61	937
61	936
61	936
61	935
61	940
61	939
61	936
71	1058
61	835
61	895
62	938
61	937
61	934
61	937
61	940
61	935
61	936
61	937
61	937
61	938
63	934
61	940
61	932
61	938
61	944
90	905
67	926
64	933
61	936
61	939
61	937
61	937
61	934
61	937
61	940
61	934
61	940
61	936
61	936
61	942
61	938
61	935
61	929
61	936
63	941
61	929
61	938
61	936
61	938
61	936
61	938
61	937
61	934
61	936
61	939
61	937
61	937
61	936
61	942
61	932
61	937
63	937
61	934
61	936
65	936
67	930
61	937
61	937
61	937
61	937
61	938
61	935
61	936
61	934
61	1159
106	702
61	900
61	940
64	933
61	935
61	937
61	938
61	1052
61	847
61	906
61	937
61	937
61	938
61	937
61	935
61	937
61	1160
61	774
64	864
63	939
62	935
61	937
61	937
61	937
61	937
61	1061
61	842
61	908
61	926
65	934
61	937
61	936
61	936
131	1019
61	816
61	1049
61	817
64	902
63	932
61	940
61	937
61	936
61	937
61	938
61	937
61	937
61	936
61	936
61	936
61	939
61	940
61	933
61	939
63	933
63	935
61	936
61	937
61	935
61	938
61	937
61	939
61	938
61	933
61	937
61	934
61	939
61	936
61	942
61	926
61	942
61	934
61	937
61	938
61	939
61	935
61	935
61	937
61	937
61	935
61	938
61	936
61	937
61	936
61	938
234	784
61	911
67	930
64	929
63	935
61	940
62	933
61	937
61	938
61	938
61	937
61	938
61	937
61	934
61	936
61	939
61	960
68	914
68	926
61	935
65	930
61	935
61	937
61	937
61	935
61	939
61	937
61	937
61	935
61	938
61	938
61	936
61	999
106	872
61	889
67	930
63	934
61	937
61	937
61	936
61	938
61	936
61	937
61	935
61	935
61	941
61	937
61	937
61	935
61	1118
61	786
51	907
54	944
58	940
50	946
50	957
49	944
51	947
51	948
60	938
54	944
57	942
57	941
56	940
56	943
56	1837
68	3
61	1022
61	924
61	926
44	912
47	952
58	939
61	935
61	936
47	952
48	950
61	937
61	936
54	945
47	950
61	937
61	954
56	929
50	944
45	953
45	953
68	928
61	936
46	952
48	952
61	934
56	942
46	951
48	950
48	952
51	947
49	950
56	951
58	931
48	946
49	949
51	948
60	937
51	945
49	950
53	946
59	938
56	943
56	941
58	942
56	939
56	942
58	939
60	1221
61	698
106	946
61	860
61	939
61	977
32	901
34	946
46	949
53	941
49	949
51	942
50	956
53	944
51	947
56	940
51	946
56	1097
61	814
48	918
49	942
53	945
51	948
51	947
56	944
58	939
53	942
52	944
49	950
57	939
57	940
56	943
56	942
56	941
57	950
53	938
69	928
55	1136
61	816
49	868
58	935
65	934
49	946
47	952
51	947
47	943
36	975
47	948
52	945
57	939
62	933
41	965
55	942
52	942
63	933
53	945
61	938
55	941
53	947
55	941
55	942
59	941
54	943
57	942
57	942
56	942
60	938
63	1072
61	832
62	937
64	931
64	928
61	935
61	924
61	942
61	934
61	933
61	937
58	937
56	940
56	987
26	917
26	973
92	862
26	987
45	955
66	932
48	943
49	945
61	936
61	932
29	976
62	937
49	945
59	939
62	936
48	949
50	952
53	943
59	934
53	1076
108	835
48	872
49	947
60	936
61	936
52	947
56	940
59	939
58	939
55	944
61	938
59	938
58	938
58	940
55	944
61	937
59	945
60	935
60	933
62	934
59	942
58	938
58	940
59	939
62	936
60	938
60	935
61	937
61	935
61	938
61	937
61	936
61	937
61	950
61	923
61	938
65	932
63	933
61	936
61	935
61	941
61	936
61	936
61	938
61	935
61	937
61	937
61	939
64	932
68	933
66	1089
61	814
61	895
72	936
88	906
59	930
59	938
59	943
58	934
66	936
79	918
71	925
58	939
59	940
62	934
60	938
61	939
61	957
61	974
61	1020
65	809
65	945
65	928
64	928
61	945
61	926
58	936
58	901
61	942
26	980
63	924
70	922
55	956
43	1038
61	864
26	954
41	950
56	938
52	944
61	936
61	939
61	937
47	952
61	938
47	952
58	937
58	939
26	974
45	957
45	951
43	950
55	943
61	939
63	937
73	920
47	953
44	952
61	938
62	938
64	932
48	953
63	932
47	952
46	957
58	937
61	934
47	951
46	951
47	950
57	936
50	953
53	943
54	945
55	943
50	946
47	954
56	941
53	941
53	945
55	941
56	972
51	924
54	943
55	938
54	943
58	940
56	941
56	942
56	940
56	940
58	942
58	939
58	939
60	938
61	937
60	938
61	1043
138	792
61	887
61	937
61	939
61	936
61	937
61	937
61	937
61	938
61	935
61	938
61	935
61	935
61	941
61	936
61	938
61	1905
61	1011
61	927
61	935
55	885
26	987
61	939
65	932
48	951
61	937
61	934
61	940
43	954
61	937
61	922
26	988
49	938
28	980
61	937
61	935
55	945
56	940
51	945
57	941
45	951
51	945
61	940
52	946
48	950
53	945
56	941
53	945
52	947
61	942
47	942
52	946
49	948
55	940
61	937
56	942
55	942
57	941
57	940
56	942
58	940
61	935
60	942
60	936
60	937
61	941
61	932
61	937
61	937
61	935
61	936
61	894
61	986
61	933
61	936
61	936
61	938
61	936
61	937
61	937
61	936
61	947
237	755
58	943
61	1075
63	838
65	923
61	930
66	923
61	935
56	937
56	938
53	918
26	999
26	935
26	1006
26	922
26	970
27	1028
111	865
26	945
26	984
26	975
76	908
47	948
61	939
56	940
47	951
47	951
50	948
45	951
61	940
61	935
54	944
46	952
61	926
27	993
44	954
49	942
76	905
26	985
67	927
47	954
62	935
62	937
48	938
26	983
56	940
46	953
61	946
72	911
48	951
46	1101
61	827
48	903
44	957
56	937
46	953
46	951
49	948
61	936
50	950
52	945
58	942
46	952
55	942
55	943
51	947
56	943
56	953
47	938
58	942
55	940
53	944
52	946
52	946
58	939
53	947
52	944
57	941
56	940
57	940
55	946
57	940
57	940
57	944
59	955
56	934
51	942
57	936
56	938
56	941
59	943
58	938
61	937
58	939
59	985
61	944
60	878
58	942
61	936
61	935
61	1031
61	880
61	897
65	930
61	937
60	938
60	939
61	936
61	936
90	905
61	941
60	938
61	938
61	937
61	936
61	939
61	934
61	944
61	935
61	926
61	942
61	936
61	935
61	
